Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances,Flight Type,Site,Probable cause
"Jan 6, 2010",Beechcraft 99 Airliner,"Kerney, Nebraska",0,N206AV,http://www.baaa-acro.com/crash/mislanding-beechcraft-99-kerney,Landing (descent or approach),"The pilot reported that the airplane picked up light to moderate icing on approach to land and that he cycled the deicing boots once prior to the final approach fix. The pilot was established on the instrument landing system approach when he broke out of the weather about 250 feet above ground level. He estimated that the approach brought the airplane 60 feet right of the runway center line so he made a correction to align the airplane with the runway. When the airplane returned to level flight and was about 25 feet above the runway, the left wing stalled and the airplane landed hard on the left main landing gear, bending the rear spar of the left wing. During the post accident inspection of the airplane, ice was noted on the wings and deicing boots. The pilot did not recall the stall warning horn activating during the approach. The stall warning horn’s circuit breaker was found to be tripped during the post accident inspection. The cause of the tripped circuit breaker could not be determined. An examination of the remaining systems revealed no anomalies.",Cargo,Airport (less than 10 km from airport),The failure of the pilot to maintain adequate airspeed during the approach resulting in a stall. Contributing to the accident was the accumulation of structural icing during the flight.
"Jan 5, 2010",Learjet 35,"Chicago, Illinois",2,N720RA,http://www.baaa-acro.com/crash/crash-learjet-35-chicago-2-killed,Landing (descent or approach),"The flight was scheduled to pick up cargo at the destination airport and then deliver it to another location. During the descent and 14 minutes before the accident, the airplane encountered a layer of moderate rime ice. The captain, who was the pilot flying, and the first officer, who was the monitoring pilot, made multiple statements which were consistent with their awareness and presence of airframe icing. After obtaining visual flight rules conditions, the flight crew canceled the instrument flight rules clearance and continued with a right, circling approach to the runway. While turning into the base leg of the traffic pattern, and 45 seconds prior to the accident, the captain called for full flaps and the engine power levers were adjusted several times between 50 and 95 percent. In addition, the captain inquired about the autopilot and fuel balance. In response, the first officer stated that he did not think that the spoilerons were working. Shortly thereafter, the first officer gave the command to add full engine power and the airplane impacted terrain. There was no evidence of flight crew impairment or fatigue in the final 30 minutes of the flight. The cockpit voice recorder showed multiple instances during the flight in which the airplane was below 10,000 feet mean sea level that the crew was engaged in discussions that were not consistent with a sterile cockpit environment, for example a lengthy discussion about Class B airspeeds, which may have led to a relaxed and casual cockpit atmosphere. In addition, the flight crew appears to have conducted checklists in a generally informal manner. As the flight was conducted by a Part 135 operator, it would be expected that both pilots were versed with the importance of sterile cockpit rules and the importance of adhering to procedures, including demonstrating checklist discipline. For approximately the last 24 seconds of flight, both pilots were likely focusing their attention on activities to identify and understand the reason for the airplane's roll handling difficulties, as noted by the captain's comment related to the fuel balance. These events, culminating in the first officer's urgent command to add full power, suggested that neither pilot detected the airplane's decaying energy state before it reached a critical level for the conditions it encountered. Light bulb filament examination revealed that aileron augmentation system and stall warning lights illuminated in the cockpit. No mechanical anomalies were found to substantiate a failure in the aileron augmentation system. No additional mechanical or system anomalies were noted with the airplane. A performance study, limited by available data, could not confirm the airplane's movements relative to an aileron augmentation system or spoileron problem. The level of airframe icing and its possible effect on the airplane at the time of the accident could not be determined.",Cargo,Airport (less than 10 km from airport),A loss of control for undetermined reasons.
"Jan 4, 2010",Antonov AN-12,"Heglig, South Kordofan (جنوب كردفان)",0,ST-AQQ,http://www.baaa-acro.com/crash/crash-antonov-12-heglig-0,Landing (descent or approach),"Aircraft landed 16 metres short of runway and hit a concrete block. After touching down nose first, a tyre burst on the right main gear, aircraft veered off runway to the left and came to rest. All four crew were uninjured while the aircraft was damaged beyond repair. ",Cargo,Airport (less than 10 km from airport)," Sudan's Central Directorate of Air Accident Investigation concluded the probable causes of the accident were: 
          Landing short of the runway beginning. 
          The flight engineer unlocked props I, II, III at throttle position < 20 degrees UPRT and No IV engine at 40 degrees UPRT. 
          Contributory factor: 
Unrectification of nose wheel and main landing gear crack as recommended by the manufacturer. "
"Jan 2, 2010",Boeing 727-200,"Kinshasa, Kinshasa City Province",0,9Q-CAA,http://www.baaa-acro.com/crash/crash-boeing-727-200-kinshasa,Landing (descent or approach),"
      The aircraft was performing a cargo flight. After  landing in heavy rain falls, it veered off runway 06 and came to rest in an open field. The aircraft was damaged beyond repair while all occupants escaped uninjured. ",Cargo,Airport (less than 10 km from airport),
"Dec 31, 2009",Fletcher FU-24,"Ketapang, West Kalimantan",2,PK-PNX,http://www.baaa-acro.com/crash/crash-pac-fletcher-fu-24-ketapang-2-killed,Takeoff (climb),"The pilot and one engineer  were performing a ferry flight from Ujung Tanjung to Tangar with intermediate stop in Jambi,  Pangkal Pinang and Ketapang. One minute after take off from runway 17 at Ketapang-Rahadi Oesman Airport, aircraft hit the roof of the local hospital and crashed in a parking lot. Both occupants were killed. ",Ferry,Airport (less than 10 km from airport),"Causes: 
The investigation concluded that the aircraft engine was not in power during impact with the hospital roof. There was a corroded fuel pump, that indicated of contaminated fuel.
Findings:
• The aircraft was airworthy prior departure. 
• The pilot was fit for flight. 
• The booster pump was found of an evident of surface corrosion on the spring, plate and van pump indicated that contaminated fuel. 
• Referred to the Fletcher Flight Manual and Pilot Operating Handbook chapter 3.10. Fuel System Failure, the booster pump must have been operated prior to flight. 
• The propeller blades were on fine pitch and no sign of rotating impact. The engine was not in powered when hit the ground. 
• No evidence damage related to the engine prior to the occurrence. "
"Dec 29, 2009",De Havilland DHC-3 Otter,"Vomo Island, All Fiji Islands",0,DQ-GLL,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3-otter-vomo-island,Landing (descent or approach),"On approach to Vomo Island, off Viti Levu Island, Fiji, aircraft crashed into the sea several yards offshore, in unknown circumstances. All six occupants were slightly injured while the aircraft was withdrawn from use following the accident. ",Scheduled Revenue Flight,"Lake, Sea, Ocean, River",
"Dec 22, 2009",Boeing 737-800,"Kingston, Kingston City District",0,N977AN,http://www.baaa-acro.com/crash/crash-boeing-737-800-kingston,Landing (descent or approach),"The aircraft departed Washington DC-Ronald Reagan for a regular schedule flight to Kingston, Jamaica, with an intermediate stop in Miami. On approach by night and poor weather conditions, crew was cleared to land on runway 30. The crew requested to land on runway 12 and were subsequently cleared to land on that runway with the controller further advising the crew that the runway was wet and with a tailwind of 26 km/h. After landing, aircraft did not decelerate as expected, overrun, went through a fence and came to rest near the beach, broken in three. All 154 occupants were evacuated, among them 91 were injured. Aircraft was destroyed. ",Scheduled Revenue Flight,Airport (less than 10 km from airport),"Jamaican Director General of Civil Aviation Col. Oscar Derby, stated in the week following the accident, that the jet touched down about halfway down the 8,910-foot (2,720 m) runway. He also noted that the 737-800 was equipped with a head-up display. Other factors that were under investigation included ""tailwinds, and a rain soaked runway;"" the runway in question was not equipped with rain-dispersing grooves common at larger airports. 
The aircraft held a relatively heavy fuel load at the time of landing; it was carrying enough fuel for a round trip flight back to the US.
The FDR later revealed that the aircraft touched down some 4,100 feet (1,200 m) down the 8,910-foot (2,720 m) long runway. Normally touchdown would be between 1,000 feet (300 m) and 1,500 feet (460 m). 
The aircraft was still traveling at 72 miles per hour (116 km/h) when it departed the end of the runway. 
The aircraft landed with a 16 miles per hour (26 km/h) tailwind, just within its limit of 17 miles per hour (27 km/h)."
"Dec 20, 2009",Avro 748,"Tonj, Warrap (واراب)",1,5Y-YKM,http://www.baaa-acro.com/crash/crash-avro-748-tonj-1-killed,Landing (descent or approach),The aircraft did not brake as expected and suffered a runway excursion. It collided with few houses located near the runway. All occupants escaped uninjured but a women on ground was killed. The aircraft was damaged beyond repair. ,Government,Airport (less than 10 km from airport),
"Dec 17, 2009",Dassault Falcon 20,"Matthew Town, Inagua",2,N28RK,http://www.baaa-acro.com/crash/crash-dassault-falcon-20-matthew-town-2-killed,Flight,"About fifty minutes after its departure from Santo Domingo-La Isabela Airport, in Dominican Republic, while cruising at FL280 and 360 knots, crew send a brief message to ATC saying they have an emergency. Aircraft came out of control and crashed into the sea some 18 km east of Matthew Town, Great Inagua Island, Bahamas. Some debris of the aircraft were found floating on water but no trace of both occupants who were considered as deceased. ",Ferry,"Lake, Sea, Ocean, River","Without conclusive elements, it was not possible to determine the probable cause of this accident. "
"Dec 13, 2009",Technoavia SM-92 Turbo Finist,"Chelyabinsk, Chelyabinsk oblast",8,RA-0257G,http://www.baaa-acro.com/crash/crash-technoavia-sm-92-chelyabinsk-8-killed,Flight,"The single engine aircraft crashed in an open field near Korkino, some 12 km from Chelyabinsk, while performing a training flight with seven skydivers and one pilot on board. All eight occupants were killed. ",Training,Plain,Investigations were not able to determine the exact cause of this accident. 
"Dec 9, 2009",Beechcraft 100 King Air,"Chicoutimi, Quebec",2,C-GPBA,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-100-chicoutimi-2-killed,Landing (descent or approach),"The Beechcraft was on an instrument flight rules flight between Val-d’Or and Chicoutimi/Saint-Honoré, Quebec, with 2 pilots and 2 passengers on board. At 2240 Eastern Standard Time, the aircraft was cleared for an RNAV (GNSS) Runway 12 approach and switched to the aerodrome traffic frequency. At 2250, the International satellite system for search and rescue detected the aircraft’s emergency locator transmitter signal. The aircraft was located at 0224 in a wooded area approximately 3 nautical miles from the threshold of Runway 12, on the approach centreline. Rescuers arrived on the scene at 0415. The 2 pilots were fatally injured, and the 2 passengers were seriously injured. The aircraft was destroyed on impact; there was no post-crash fire. ",Charter (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"For undetermined reasons, the crew continued its descent prematurely below the published approach minima, leading to a controlled flight into terrain (CFIT). 
Findings as to Risk:
1. The use of the step-down descent technique rather than the stabilized constant descent angle (SCDA) technique for non-precision instrument approaches increases the risk of an approach and landing accident (ALA).
2. The depiction of the RNAV (GNSS) Runway 12 approach published in the Canada Air Pilot (CAP) does not incorporate recognized visual elements for reducing ALAs, as recommended in Annex 4 to the Convention, thereby reducing awareness of the terrain.
3. The installation of a terrain awareness warning system (TAWS) is not yet a requirement under the Canadian Aviation Regulations (CARs) for air taxi operators. Until the changes to regulations are put into effect, an important defense against ALAs is not available.
4. Most air taxi operators are unaware of and have not implemented the FSF ALAR task force recommendations, which increases the risk of a CFIT accident.
5. Approach design based primarily on obstacle clearance instead of the 3° optimum angle increases the risk of ALAs.
6. The lack of information on the SCDA technique in Transport Canada reference manuals means that crews are unfamiliar with this technique, thereby increasing the risk of ALAs.
7. Use of the step-down descent technique prolongs the time spent at minimum altitude, thereby increasing the risk of ALAs.
8. Pilots are not sufficiently educated on instrument approach procedure design criteria. Consequently, they tend to use the CAP published altitudes as targets, and place the aircraft at low altitude prematurely, thereby increasing the risk of an ALA.
9. Where pilots do not have up-to-date information on runway conditions needed to check runway contamination and landing distance performance, there is an increased risk of landing accidents.
10. Non-compliance with instrument flight rules (IFR) reporting procedures at uncontrolled airports increases the risk of collision with other aircraft or vehicles.
11. If altimeter corrections for low temperature and remote altimeter settings are not accurately applied, obstacle clearance will be reduced, thereby increasing the CFIT risk.
12. When cockpit recordings are not available to an investigation, this may preclude the identification and communication of safety deficiencies to advance transportation safety.
13. Task-induced fatigue has a negative effect on visual and cognitive performance which can diminish the ability to concentrate, operational memory, perception and visual acuity.
14. Where an emergency locator transmitter (ELT) is not registered with the Canadian Beacon Registry, the time needed to contact the owner or operator is increased which could affect occupant rescue and survival.
15. If the tracking of a call to 911 emergency services from a cell phone is not accurate, search and rescue efforts may be misdirected or delayed which could affect occupant rescue and survival.
Other Findings:
1. Weather conditions at the alternate airport did not meet CARs requirements, thereby reducing the probability of a successful approach and landing at the alternate airport if a diversion became necessary.
2. Following the accident, none of the aircraft exits were usable."
"Dec 7, 2009",Beechcraft 90 King Air,"Egelsbach, Hesse",3,D-IDVK,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-90-egelsbach-3-killed,Landing (descent or approach),"On final approach to Egelsbach, aircraft rate of descent was too high while its speed was to high also. Twin engine aircraft entered a patch of fog and pilot lost visual contact with runway and PAPI but continued the approach instead of making a go around. Aircraft eventually hit tree tops and crashed in flames in a wooded area some three km short of runway 27. All three occupants were killed and aircraft was destroyed by impact and post impact fire. ",Executive,Airport (less than 10 km from airport),"The accident was caused by the descent during final approach which led into a fog layer and obstacles. 
Contributing factors were: 
-a too high descent rate 
-an impaired performance and an insufficient situational awareness favored by the intake of alcohol 
-that no visual contact with the PAPI or airfield was established 
-that the on-board aids to navigation were not or not sufficiently used. "
"Dec 7, 2009",Embraer ERJ-135,"George, Western Cape",0,ZS-SJW,http://www.baaa-acro.com/crash/crash-embraer-135-george,Landing (descent or approach),"Flight SA8625 departed from Cape Town International Airport on a domestic scheduled flight to George Airport (FAGG) with three crew members and 32 passengers on board. The weather at FAGG was overcast with light rain, and the aircraft was cleared for an instrument landing system approach for runway 11. It touched down between the third and fourth landing marker. According to the air traffic controller, the landing itself appeared normal, but the aircraft did not vacate the runway to the left as it should have. Instead, it veered to the right, overran the runway and rolled on past the ILS localiser. Realising that something was wrong, he activated the crash alarm. The cockpit crew did not broadcast any messages to indicate that they were experiencing a problem. The aircraft collided with eleven approach lights before bursting through the aerodrome perimeter fence and coming to rest in a nose-down attitude on the R404 public road. Several motorists stopped and helped the passengers, who evacuated the aircraft through the service door (right front) and left mid-fuselage emergency exit. The aerodrome fire and rescue personnel arrived within minutes and assisted with the evacuation of the cockpit crew, who were trapped in the cockpit. Ten occupants were admitted to a local hospital for a check-up and released after a few hours. No serious injuries were reported. ",Scheduled Revenue Flight,Airport (less than 10 km from airport),"Probable cause:  
The crew were unable to decelerate the aircraft to a safe stop due to ineffective braking of the aircraft on a wet runway surface, resulting in an overrun. 
Contributory factors:
The aircraft crossed the runway threshold at 50 ft AGL at 143 KIAS, which was 15 kt above the calculated VREF speed. 
Although the aircraft initially touched down within the touchdown zone the transition back into air mode of 1.5 seconds followed by a 4 second delay in applying the brakes after the aircraft remained in permanent ground mode should be considered as a significant contributory factor to this accident as it was imperative to decelerate the aircraft as soon as possible. 
Two of the four main tyres displayed limited to no tyre tread. This was considered to have degraded the displacement of water from the tyre footprint, which had a significant effect on the braking effectiveness of the aircraft during the landing rollout on the wet runway surface. 
Several non-compliance procedures were not followed. "
"Dec 5, 2009",Cessna 303 Crusader,"Honduras, All Honduras",1,HK-4324-G,http://www.baaa-acro.com/crash/crash-cessna-303-crusader-honduras-1-killed,Landing (descent or approach),"Pilot was performing an illegal flight with a bag containing 25 kg of cocaine on board. He decided to land in a private airstrip in Punta de Ocote but on final, aircraft hit tree tops and crashed in flames on a road, killing an 18 years old motorcyclist. Aircraft was destroyed by post impact fire and pilot was unhurt. ",Private,City,
"Dec 4, 2009",Piper PA-31 Cheyenne,"Harrison, Michigan",1,N85EM,http://www.baaa-acro.com/crash/crash-piper-pa-31-cheyenne-harrison-1-killed,Flight,"Shortly after takeoff in the pressurized twin-engine airplane, the pilot was cleared to climb and maintain 16,000 feet. The pilot reported passing through instrument conditions with heavy snow and that he cleared the tops of the clouds at 7,000 feet. The pilot was then cleared to climb and maintain flight level (FL) 230. Radar data showed the airplane's altitude and course varied throughout the flight after having reached FL 230. Several times during the flight the air traffic controller questioned the pilot regarding his altitude and/or course. Each time the pilot responded that he was at the correct altitude and/or course. The radar data showed that after each of these conversations, the airplane would return to the assigned altitude and/or course. The controller then informed the pilot that, because radar showed the airplane’s altitude fluctuating between FL 224 and FL 237, he was going to have to descend out of positive controller airspace. The pilot acknowledged this transmission. The controller instructed the pilot to descend to 17,000 feet. The last transmission from the pilot was when he acknowledged the descent. Radar data showed that one minute later the airplane was at FL 234. During the last minute and 12 seconds of radar data, the airplane reversed its course and descended from FL 233 to FL 214, at which time radar data was lost. Witnesses reported hearing loud engine sounds and seeing the airplane in a spiraling descent until ground impact. Post accident inspection of the engines did not identify any anomalies that would have precluded normal operation. Most of the fuselage was consumed by fire; however, flight control continuity was established. Given the pilot’s experience and the flight’s altitude and course variations the investigation considered that the pilot may have suffered from hypoxia; however, due to the post impact fire the functionality of the airplane’s pressurization system could not  be observed and no conclusive determination could be made that the pilot as impaired.",Ferry,Plain,A loss of aircraft control for undetermined reasons.
"Dec 2, 2009",Fokker 100,"Kupang, East Nusa Tenggara",0,PK-MJD,http://www.baaa-acro.com/crash/mislanding-fokker-100-kupang,Landing (descent or approach),"PK-MJD was on passenger schedule flight from Sultan Hasanuddin Airport, Makassar with destination El Tari Airport, Kupang, East Nusa Tenggara. The flight number was Merpati 5840 and carried 94 person on board consist of 88 passengers including four children and four infants, two pilot and four flight attendant. A maintenance engineer was on-board in this flight. Acting as pilot flying was the Second in Command (SIC) while the Pilot in Command acted as Pilot Monitoring. On approach, the pilot selected landing gear to down position. The left main landing gear 
indicator light was showed red, its means that the left main landing gear was not in down position and unsafe for landing. The pilot reported to the Air Traffic Controller (ATC) for a go-around and requested an area for holding to solve the problem. The ATC gave a clearance to hold over Kupang bay. The pilot tried to solve the problem by conducting the procedure according to the emergency checklist, including selected the landing gear by alternate selector. The pilot then requested to the ATC to fly at low altitude over the airport and asked to the ATC to observe the landing gear condition. The pilot also asked through the company radio for an engineer on-ground to observe visually the landing gear condition. The pilot then returned to the holding area, repeated the procedure but unsuccessful. Both pilots and engineer had a discussion and decided to attempt un-procedural method to make the landing gear down. Prior making these efforts the pilot announced to the passengers about the problem and their attempts that might be unpleasant to the passengers. After all attempts to lower the landing gear had failed, the pilot decided to land with the left main landing gear in up position. The pilot also asked the flight attendant to prepare for an abnormal landing. The ATC were prepared the airport fire fighting and ambulance, and also contacted the local police, armed forces, and hospitals and asking for additional ambulances. The ATC then informed the pilot that the ground support was ready. On short final the pilot instructed ‘brace for impact’ and the FA repeated that instruction to all passengers. The aircraft touched down at the touch down zone on runway 07. The pilot flying held the left wing as long as possible and kept the aircraft on the centre line, and the pilot monitoring shut down both engines. The aircraft stopped at about 1,200 meters from the beginning of runway 07, on the left shoulder of the runway and the FA instructed to the passengers to keep calm and to evacuate the aircraft. The pilot continued the procedures for emergency. The evacuation was performed through all door and window exits. No one was injured on this serious incident.",Scheduled Revenue Flight,Airport (less than 10 km from airport),"The debris trapped in the chamber between the orifice and the stopper of the restrictor check valve, it caused the orifice closed. This condition was resulted the hydraulic flow from the actuator blocked and caused the left main landing gear jammed at up position. "
"Dec 1, 2009",Boeing 727-200,"São Paulo, São Paulo",0,PR-MTK,http://www.baaa-acro.com/crash/crash-boeing-727-200-sao-paulo,Taxiing," 
      While taxiing at Sao Paulo-Guarulhos, the aircraft hit airport equipment while approaching its stand. The aircraft was severaly damaged on its left side. It seems that brakes failed. All three occupants escaped uninjured while the aircraft was damaged beyond repair. ",Cargo,Airport (less than 10 km from airport),
"Nov 28, 2009",McDonnell Douglas MD-11,"Shanghai, Shanghai",3,Z-BAV,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-11-shanghai-3-killed,Takeoff (climb),"On rotation on runway 17R/35L at Shanghai-Pudong Airport, aircraft did not lift off properly with a negative vario. It eventually stalled and crashed in an open field in the extension of the runway. Three crew were killed while four other were injured. The aircraft was totally destroyed. ",Cargo,Airport (less than 10 km from airport),It appears that the base of the tail touch the ground prior to take off. It is not clear if this was caused by a wrong take off configuration or any cargo shifting or any other cause. 
"Nov 28, 2009",De Havilland DHC-2 Beaver,"Saturna Island, British Columbia",6,C-GTMC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-saturna-island-6-killed,Takeoff (climb),"The Seair Seaplanes Beaver was departing Lyall Harbour, Saturna Island, for the water aerodrome at the Vancouver International Airport, British Columbia. After an unsuccessful attempt at taking off downwind, the pilot took off into the wind towards Lyall Harbour. At approximately 1603 Pacific Standard Time, the aircraft became airborne, but remained below the surrounding terrain. The aircraft turned left, then descended and collided with the water. Persons nearby responded immediately; however, by the time they arrived at the aircraft, the cabin was below the surface of the water. There were 8 persons on board; the pilot and an adult passenger survived and suffered serious injuries. No signal from the emergency locator transmitter was heard.",Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Findings as to Causes and Contributing Factors: 
1. The combined effects of the atmospheric conditions and bank angle increased the load factor, causing an aerodynamic stall.  
2. Due to the absence of a functioning stall warning system, in addition to the benign stalling characteristics of the Beaver, the pilot was not warned of the impending stall. 
3. Because the aircraft was loaded in a manner that exceeded the aft CG limit, full stall recovery was compromised.  
4. The altitude from which recovery was attempted was insufficient to arrest descent, causing the aircraft to strike the water. 
5. Impact damage jammed 2 of the 4 doors, restricting egress from the sinking aircraft.  
6. The pilot’s seat failed and he was unrestrained, contributing to the seriousness of his injuries and limiting his ability to assist passengers. "
"Nov 23, 2009",Lockheed C-130 Hercules,"Pisa, Tuscany",5,MM62176,http://www.baaa-acro.com/crash/crash-lockheed-c-130-hercules-pisa-5-killed,Takeoff (climb),"The aircraft crashed shortly after takeoff from Pisa-Galilei airport, on a training flight. All five crew were killed. ",Training,Airport (less than 10 km from airport),
"Nov 19, 2009",McDonnell Douglas MD-82,"Goma, Nord-Kivu",0,9Q-CAB,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-82-goma,Landing (descent or approach)," 
      After landing on runway 36 at Goma, the aircraft did not stop as expected. It overran the runway and came to rest in a rocky lava field. At least 20 passengers were injured while the aircraft was damaged beyond repair. At the time of the accident, it seems that the runway was wet. ",Scheduled Revenue Flight,Airport (less than 10 km from airport),
"Nov 19, 2009",De Havilland Dash-8-200,"Bamako, Bamako City District",0,N355PH,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-202-tarakigne,Landing (descent or approach),"Before take off at Nouakchott, two fuel trucks arrived to the airplane but captain declined and calculated that the reserve he has was sufficient to fly to Bamako. While approaching Bamako, right engine failed due to fuel exhaustion, followed by the left engine five minutes later. Crew elected to divert to Kolokani, a small airstrip located 19 km from Bamako. Eventually, crew was forced to make an emergency landing off airport. On landing, aircraft lost its undercarriage while the right wing was sheared off. All nine occupants were uninjured while the aircraft was destroyed. Flight was performed on behalf of the 524th Special Operations Squadron, for the USAF and Africom, a military mission in Africa. ",Government,Plain,"The Accident Investigation Board (AIB) President found by clear and convincing evidence that the cause of this mishap was the mishap aircraft running out of fuel due to the mishap aircraft commander’s and mishap copilot’s failure to properly fuel plan and then refuel the mishap aircraft at Nouakchott with a sufficient amount to reach their destination. Once airborne, despite indications of a fuel shortage, the mishap crew did not divert to a suitable alternate airport early enough in the sortie to avoid this mishap. The AIB President also found sufficient evidence to conclude the following factors substantially contributed to the mishap: insufficient mission and flight planning; faulty decision-making; complacency; task misprioritization; channelized attention; and the mishap crew pressing to meet mission demands."
"Nov 18, 2009",IAI 1124 Westwind,"Norfolk Island, All Australia",0,VH-NGA,http://www.baaa-acro.com/crash/crash-iai-1124-westwind-norfolk-island,Landing (descent or approach),"On 18 November 2009, the flight crew of an Israel Aircraft Industries Westwind 1124A aircraft, registered VH-NGA, was attempting a night approach and landing at Norfolk Island on an aeromedical flight from Apia, Samoa. On board were the pilot in command and copilot, and a doctor, nurse, patient and one passenger. On arrival, weather conditions prevented the crew from seeing the runway or its visual aids and therefore from landing. The pilot in command elected to ditch the aircraft in the sea before the aircraft’s fuel was exhausted. The aircraft broke in two after ditching. All the occupants escaped from the aircraft and were rescued by boat. ",Ambulance,"Lake, Sea, Ocean, River","The pilot in command did not plan the flight in accordance with the existing regulatory and operator requirements, precluding a full understanding and management of the potential hazards affecting the flight. The flight crew did not source the most recent Norfolk Island Airport forecast, or seek and apply other relevant weather and other information at the most relevant stage of the flight to fully inform their decision of whether to continue the flight to the island, or to divert to another destination. The flight crew’s delayed awareness of the deteriorating weather at Norfolk Island combined with incomplete flight planning to influence the decision to continue to the island, rather than divert to a suitable alternate. "
"Nov 15, 2009",Cessna 208 Caravan,"Windhoek, Khomas Region",3,ZS-OTU,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-windhoek-3-killed,Takeoff (climb),"The aircraft was completing a cargo flight to Ondjiva, Huambo and Luanda, Angola, with construction materials, paints and food stuff on board. Just after lift off from runway 19, the single engine aircraft crashed in the bush, one km from the airport. Two passengers and the pilot were killed while one passenger was seriously injured.",Cargo,Airport (less than 10 km from airport),"The aircraft’s total weight at the time of take-off was 9691 pounds (4395 kg). The maximum certified take-off weight for this type of aircraft is 9062 pounds (4110 kg). The pilot had made one fundamental error in his weight calculation, by using an incorrect empty aircraft weight of 4575 pounds (2075 kg), instead of the correct weight of 5174 pounds (2347 kg). As a result, the aircraft’s maximum take-off weight was exceeded by 629 pounds (285 kg). The aircraft failed to maintain flying speed and stalled shortly after take-off, rendering ground impact inevitable."
"Nov 14, 2009",Travel Air 4000,"Fort Myers, Florida",0,N3823,http://www.baaa-acro.com/crash/crash-travel-air-4000-fort-myers,Landing (descent or approach),"During approach, the pilot of the tailwheel-equipped biplane flew along at 20-30 feet above the runway until he was at midfield. The biplane touched down, bounced back in to the air, touched down again, and bounced once more prior to touching down for a third time in a nose-high attitude. The biplane then veered to the right, the right wing dipped, and the biplane cartwheeled, coming to rest inverted. The pilot had 60 hours of flight experience in the biplane. The previous owner had advised the pilot that landing the biplane took patience to land it perfectly and that attempting to land the biplane on asphalt with low experience could cause the biplane to bump repeatedly. He also advised that if the pilot pulled back on the control stick too soon during landing it could result in ballooning and porpoising.",Demonstration,Airport (less than 10 km from airport),"The pilot's improper recovery from a bounced landing and failure to maintain directional control, which resulted in a ground loop. Contributing to the accident was the pilot's minimal experience in the airplane make and model."
"Nov 12, 2009",Canadair RegionalJet CRJ-100,"Kigali, Kigali City",1,5Y-JLD,http://www.baaa-acro.com/crash/crash-canadair-regionaljet-crj100-kigali-1-killed,Taxiing,"Shortly after takeoff from Kigali Airport, crew reported ATC about technical problem and elected to return. The aircraft landed safely and vacated to a taxiway to go to parking. While taxiing, aircraft did not stop, hit blast fence and came to rest in the VIP handling building. One passenger was killed as both pilots were seriously injured. Aircraft was damaged beyond repair. It appears that both engines were running at full power at the time of the accident for undetermined reasons.  ",Scheduled Revenue Flight,Airport (less than 10 km from airport),
"Nov 10, 2009",ATR72-200,"Mumbai, Maharashtra",0,VT-KAC,http://www.baaa-acro.com/crash/crash-atr72-212-mumbai,Landing (descent or approach),"As per the NOTAM, Runway 14/32 was under permanent maintenance on every Tuesdays since 10/11/2009 runway 27 was available only after runway intersection as runway 27A. To carry out operations on this reduced runway 27 a NOTAM ‘G’ No. G 0128/08 was issued by AAI on the same day of accident i.e. 10-11-2009 and designated as runway 27A for visual approach only. As per the NOTAM Landing Distance Available (LDA)/take off Distance available (TODA) was 1703 m. The weather conditions prevailing at the time of accident was winds 070/07 knots visibility 2800 m with feeble rain. Prior to Kingfisher aircraft, Air India aircraft IC-164, Airbus 319 had landed and reported to ATC that it had aquaplaned and broken two runway edge lights. The ATC acknowledged it and sent runway inspection vehicle to inspect the runway. The ATC person was not familiar with the terminology of ‘aquaplaning’ and not realizing the seriousness of it, cleared kingfisher aircraft for landing. At the time of accident there were water patches on the runway. ATC also did not transmit to the Kingfisher aircraft the information regarding aquaplaning reported by the previous aircraft. The DFDR readout revealed that kingfisher aircraft was not on profile as per localizer procedure laid down in NOTAM ‘G’ and was high and fast. The aircraft landed late on the runway and the runway length available was around 1000 m from the touchdown point. In the prevailing weather conditions this runway length was just sufficient to stop the aircraft on the runway. During landing the kingfisher aircraft aquaplaned and did not decelerate even though reversers and full manual braking was applied by both the cockpit crew. The aircraft started skidding toward the left of center line. On nearing the runway end, the pilot initiated a 45 ° right turn, after crossing ‘N 10’ Taxi track, the aircraft rolled into unpaved wet area. Aircraft rolled over drainage pipes & finally came to a stop near open drain. There was no fire. All the passenger safely deplaned after the accident.",Scheduled Revenue Flight,Airport (less than 10 km from airport),"The accident occurred due to an unstabilized approach and decision of crew not to carry out a ‘Go-around’.
Contributory Factors: 
i) Water patches on the runway 27
ii) Inability of the ATCO to communicate the aircraft about aquaplaning of the previous aircraft 
iii) Lack of input from the copilot."
