Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances
"Nov 23, 2009",Lockheed C-130 Hercules,"Pisa, Tuscany",5,MM62176,http://www.baaa-acro.com/crash/crash-lockheed-c-130-hercules-pisa-5-killed,Takeoff (climb),"The aircraft crashed shortly after takeoff from Pisa-Galilei airport, on a training flight. All five crew were killed. "
"Nov 19, 2009",McDonnell Douglas MD-82,"Goma, Nord-Kivu",0,9Q-CAB,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-82-goma,Landing (descent or approach)," 
      After landing on runway 36 at Goma, the aircraft did not stop as expected. It overran the runway and came to rest in a rocky lava field. At least 20 passengers were injured while the aircraft was damaged beyond repair. At the time of the accident, it seems that the runway was wet. "
"Nov 19, 2009",De Havilland Dash-8-200,"Bamako, Bamako City District",0,N355PH,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-202-tarakigne,Landing (descent or approach),"Before take off at Nouakchott, two fuel trucks arrived to the airplane but captain declined and calculated that the reserve he has was sufficient to fly to Bamako. While approaching Bamako, right engine failed due to fuel exhaustion, followed by the left engine five minutes later. Crew elected to divert to Kolokani, a small airstrip located 19 km from Bamako. Eventually, crew was forced to make an emergency landing off airport. On landing, aircraft lost its undercarriage while the right wing was sheared off. All nine occupants were uninjured while the aircraft was destroyed. Flight was performed on behalf of the 524th Special Operations Squadron, for the USAF and Africom, a military mission in Africa. "
"Nov 18, 2009",IAI 1124 Westwind,"Norfolk Island, All Australia",0,VH-NGA,http://www.baaa-acro.com/crash/crash-iai-1124-westwind-norfolk-island,Landing (descent or approach),"On 18 November 2009, the flight crew of an Israel Aircraft Industries Westwind 1124A aircraft, registered VH-NGA, was attempting a night approach and landing at Norfolk Island on an aeromedical flight from Apia, Samoa. On board were the pilot in command and copilot, and a doctor, nurse, patient and one passenger. On arrival, weather conditions prevented the crew from seeing the runway or its visual aids and therefore from landing. The pilot in command elected to ditch the aircraft in the sea before the aircraft’s fuel was exhausted. The aircraft broke in two after ditching. All the occupants escaped from the aircraft and were rescued by boat. "
"Nov 15, 2009",Cessna 208 Caravan,"Windhoek, Khomas Region",3,ZS-OTU,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-windhoek-3-killed,Takeoff (climb),"The aircraft was completing a cargo flight to Ondjiva, Huambo and Luanda, Angola, with construction materials, paints and food stuff on board. Just after lift off from runway 19, the single engine aircraft crashed in the bush, one km from the airport. Two passengers and the pilot were killed while one passenger was seriously injured."
"Nov 14, 2009",Travel Air 4000,"Fort Myers, Florida",0,N3823,http://www.baaa-acro.com/crash/crash-travel-air-4000-fort-myers,Landing (descent or approach),"During approach, the pilot of the tailwheel-equipped biplane flew along at 20-30 feet above the runway until he was at midfield. The biplane touched down, bounced back in to the air, touched down again, and bounced once more prior to touching down for a third time in a nose-high attitude. The biplane then veered to the right, the right wing dipped, and the biplane cartwheeled, coming to rest inverted. The pilot had 60 hours of flight experience in the biplane. The previous owner had advised the pilot that landing the biplane took patience to land it perfectly and that attempting to land the biplane on asphalt with low experience could cause the biplane to bump repeatedly. He also advised that if the pilot pulled back on the control stick too soon during landing it could result in ballooning and porpoising."
"Nov 12, 2009",Canadair RegionalJet CRJ-100,"Kigali, Kigali City",1,5Y-JLD,http://www.baaa-acro.com/crash/crash-canadair-regionaljet-crj100-kigali-1-killed,Taxiing,"Shortly after takeoff from Kigali Airport, crew reported ATC about technical problem and elected to return. The aircraft landed safely and vacated to a taxiway to go to parking. While taxiing, aircraft did not stop, hit blast fence and came to rest in the VIP handling building. One passenger was killed as both pilots were seriously injured. Aircraft was damaged beyond repair. It appears that both engines were running at full power at the time of the accident for undetermined reasons.  "
"Nov 10, 2009",ATR72-200,"Mumbai, Maharashtra",0,VT-KAC,http://www.baaa-acro.com/crash/crash-atr72-212-mumbai,Landing (descent or approach),"As per the NOTAM, Runway 14/32 was under permanent maintenance on every Tuesdays since 10/11/2009 runway 27 was available only after runway intersection as runway 27A. To carry out operations on this reduced runway 27 a NOTAM ‘G’ No. G 0128/08 was issued by AAI on the same day of accident i.e. 10-11-2009 and designated as runway 27A for visual approach only. As per the NOTAM Landing Distance Available (LDA)/take off Distance available (TODA) was 1703 m. The weather conditions prevailing at the time of accident was winds 070/07 knots visibility 2800 m with feeble rain. Prior to Kingfisher aircraft, Air India aircraft IC-164, Airbus 319 had landed and reported to ATC that it had aquaplaned and broken two runway edge lights. The ATC acknowledged it and sent runway inspection vehicle to inspect the runway. The ATC person was not familiar with the terminology of ‘aquaplaning’ and not realizing the seriousness of it, cleared kingfisher aircraft for landing. At the time of accident there were water patches on the runway. ATC also did not transmit to the Kingfisher aircraft the information regarding aquaplaning reported by the previous aircraft. The DFDR readout revealed that kingfisher aircraft was not on profile as per localizer procedure laid down in NOTAM ‘G’ and was high and fast. The aircraft landed late on the runway and the runway length available was around 1000 m from the touchdown point. In the prevailing weather conditions this runway length was just sufficient to stop the aircraft on the runway. During landing the kingfisher aircraft aquaplaned and did not decelerate even though reversers and full manual braking was applied by both the cockpit crew. The aircraft started skidding toward the left of center line. On nearing the runway end, the pilot initiated a 45 ° right turn, after crossing ‘N 10’ Taxi track, the aircraft rolled into unpaved wet area. Aircraft rolled over drainage pipes & finally came to a stop near open drain. There was no fire. All the passenger safely deplaned after the accident."
"Nov 9, 2009",Beechcraft 1900D,"Nairobi, Nairobi City District",2,5Y-VVQ,http://www.baaa-acro.com/crash/crash-beechcraft-1900d-nairobi-2-killed,Landing (descent or approach)," 
      Shortly after takeoff from Nairobi-Wilson airport, crew informed ATC about technical problem and obtained permission to return quickly. On final approach, the aircraft hit a fence and burst into flames. Both pilots were killed. "
"Nov 9, 2009",Beechcraft 200 Super King Air,"Greenville, South Carolina",0,N337MT,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-greenville,Landing (descent or approach),"The pilot flew the airplane to a maintenance facility and turned it in for a phase inspection. The next morning, he arrived at the airport and planned a local flight to evaluate some avionics issues. He performed a preflight inspection and then went inside the maintenance facility to wait for two avionic technicians to arrive. In the meantime, two employees of the maintenance facility test ran
the engines on the accident airplane for about 30 to 35 minutes in preparation for the phase inspection. The pilot reported that he was unaware that the engine run had been performed when he returned to the airplane for the local flight. He referred to the flight management system (FMS) fuel totalizer, and not the aircraft fuel gauges, when he returned to the airplane for the flight. He believed that the mechanics who ran the engines did not power up the FMS, which would have activated the fuel totalizer, thus creating a discrepancy between the totalizer and the airplane fuel gauges. The mechanics who performed the engine run reported that each tank contained 200 pounds of fuel at the conclusion of the engine run. The B200 Pilot’s Operating Handbook directed pilots not take off if the fuel quantity gauges indicate in the yellow arc or indicate less than 265 pounds of fuel in each main tank system. While on final approach, about 23 minutes into the flight, the right engine lost power, followed by the left. The pilot attempted to glide to the runway with the landing gear and flaps retracted, however the airplane crashed short of the runway. Only residual fuel was found in the main and auxiliary fuel tanks during the inspection of the wreckage. The tanks were not breached and there was no evidence of fuel leakage at the accident site."
"Nov 7, 2009",Ilyushin II-76,"Ivanovo, Ivanovo oblast",0,RA-86894,http://www.baaa-acro.com/crash/mishap-ilyushin-ii-76-ivanovo,Takeoff (climb),"Crew lined up on runway and obtained permission to take off so increased power on all four engines. Simultaneously, engine number three detached from its pylon, fell on the ground and rolled for 150 meters before coming to a halt. All occupants were unhurt while the aircraft was considered as damaged beyond repair and withdrawn from use in Ivanovo-Severny AFB. "
"Nov 6, 2009",Tupolev TU-142,"Tatar Strait, Sakhalin oblast",11,55 red,http://www.baaa-acro.com/crash/crash-tupolev-tu-142-tatar-strait-11-killed,Landing (descent or approach),"While performing a training flight, the aircraft crashed in the Tatar strait, between Sakhalin Island and Sihote-Alin region. All eleven occupants were killed. "
"Nov 5, 2009",Grumman G-64 Albatross,"Fort Pierce, Florida",0,N120FB,http://www.baaa-acro.com/crash/crash-grumman-g-64-albatross-fort-pierce,Takeoff (climb),"The pilot stated that during the landing gear retraction he heard a loud bang, followed by three to four smaller bangs. The first officer confirmed that the left engine was the affected engine and immediately began feathering the propeller. Once the propeller had beenfeathered, the captain confirmed the action by looking outside and noticing the propeller in the feathered position. The captain further reported that the right engine was producing the maximum power available and was indicating 55 inches of manifold pressure. Unable to achieve airspeed of greater than 95 to 96 knots indicated, the captain attempted to return to the airport for an emergency landing; however, he was unable to maintain altitude and attempted to land on an airport perimeter road, impacting the airport fence and a sand berm in the process. A cursory examination of the engine and system components revealed no evidence of a preimpact mechanical malfunction."
"Nov 2, 2009",PZL-Mielec AN-28,"Mulia, Special Region of Papua",4,P-4202,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-mulia-4-killed,NA,NA
"Nov 1, 2009",Ilyushin II-76,"Mirny, Republic of Yakutia (Sakha)",11,RF-76801,http://www.baaa-acro.com/crash/crash-ilyushin-ii-76-mirnyy-11-killed,Takeoff (climb)," 
      The aircraft crashed shortly after takeoff from runway 24 at Mirnyy airport. It climbed to a height of 20-30 metres, banked right and crashed in a huge ball of fire. All eleven occupants were killed. "
"Oct 29, 2009",Cessna 208 Caravan,"Brazil, All Brazil",2,2725,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-brazil-2-killed,Flight,"On a support mission of vaccination for the Ministry of Health, the aircraft crashed between the villages of Aldeais Aurélio and Rio Novo, near Rio Ituí , a tributary of Rio Javari. At least two pax were killed. "
"Oct 29, 2009",Lockheed C-130 Hercules,"San Clemente Island, California",7,1705,http://www.baaa-acro.com/crash/crash-lockheed-hercules-san-clemente-7-killed,Flight,"While performing a SAR mission for a 12 foot boat that was missing since two days, aircraft collided with a Bell AH-1 Suber Cobra from the US Marine Corps. Both machines crashed into the sea and all occupants were missing. SAR were abandoned on 01NOV2013 as no trace of Hercules and Cobra were found. It appears that Cobra's crew was taking part of an exercise in the same area where the Hercules' crew was completing his SAR mission. At the time of the accident, Cobra had its anticollision light and IFF transponder switched off. "
"Oct 26, 2009",BAe 125,"Minsk, City of Minsk",5,RA-02807,http://www.baaa-acro.com/crash/crash-bae-125-minsk-5-killed,Landing (descent or approach),"Crew was forced to interrupt the approach to Minsk-2 runway 31 due to low visibility and did not have the runway in sight. On the second attempt, TAWS sounded for 35 seconds but continued the approach and descended till 30 meters. Aircraft hit tree tops and crashed in flames. All five occupants were killed. "
"Oct 26, 2009",Beechcraft 100 King Air,"McAllen, Texas",4,N729MS,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-100-mcallen-4-killed,Flight,"The pilot obtained three weather briefings before departure. At that time, the current weather along the route of flight showed significant convective activity and a moving squall line, and the forecast predicted significant thunderstorm activity along the planned route of flight. The pilot was concerned about the weather and mentioned that he would be looking for ""holes"" in the weather to maneuver around via the use of his on-board weather radar. He decided to fly a route further south to avoid the severe weather. Radar data indicates that, after departure, the pilot flew a southerly course that was west of the severe weather before he asked air traffic control for a 150-degree heading that would direct him toward a ""hole"" in the weather. A controller, who said he also saw a ""hole"" in the weather, told the pilot to fly a 120-degree heading and proceed direct to a fix along his route of flight. The airplane flew into a line of very heavy to intense thunderstorms during cruise flight at 25,000 feet before the airplane began to lose altitude and reverse course. The airplane then entered a rapid descent, broke up in flight, and subsequently impacted terrain. Review of recorded precipitation data showed that there was substantial information available to the controller about moderate to extreme weather along the aircraft’s route of flight. While the controller stated that he saw a hole or clear area ahead of the aircraft, this is contradicted by both the recorded data and the statement of a second controller working the D-position at the time of the accident. The first controller did not advise the pilot of the severe weather that was along this new course heading and the pilot entered severe weather and began to lose altitude. The controller queried the pilot about his altitude loss and the pilot mentioned that they had gotten into some ""pretty good turbulence."" This was the last communication from the pilot before the airplane disappeared from radar. Review of recorded precipitation data showed that there was substantial information available to the controller about moderate to extreme
weather along the aircraft’s route of flight. The controller did not provide advisories to the pilot regarding the adverse weather's immediate safety hazard to the accident flight as required by Federal Aviation Administration Order 7110.65. Examination of the recovered sections of flight control surfaces revealed that all of the fractures examined exhibited signs consistent with overstress failure. There was no evidence of preexisting cracking on any of the fracture surfaces examined and no preaccident anomalies were noted with the engines."
"Oct 22, 2009",Britten-Norman Islander,"Kralendijk, Dutch Antilles",1,PJ-SUN,http://www.baaa-acro.com/crash/crash-britten-norman-islander-kralendijk-1-killed,Landing (descent or approach),"On approach to Kralendijk-Flamingo airport, right engine failed. Pilot made an emergency landing at sea south west of Klein Bonaire. The nine passengers were able to exit the aircraft virtually
        uninjured and were picked up by nearby boats. The pilot lost consciousness upon landing. Shortly
        after, the aircraft sank to the bottom with the pilot still on-board. The aircraft wreckage with the
        pilot’s body in it were recovered some time later."
"Oct 21, 2009",Boeing 707,"Sharjah, Sharjah (الشارقةّ)",6,ST-AKW,http://www.baaa-acro.com/crash/crash-boeing-707-sharjah-6-killed,Takeoff (climb),"The Aircraft was operating a flight from Sharjah International Airport, UAE to Khartoum International Airport, Sudan, with a total of six persons on board: three flight crew members (captain, co-pilot, and flight engineer), a ground engineer, and two load masters. All of the crew members sustained fatal injuries due to the high impact forces. Sometime after of liftoff, the core cowls of No. 4 engine separated and collapsed onto the departure runway, consequently No. 4 Engine Pressure Ratio (“EPR”) manifold flex line ruptured leading to erroneous reading on the EPR indicator. The crew interpreted the EPR reading as a failure of No. 4 engine; accordingly they declared engine loss and requested the tower to return to the Airport. The Aircraft went into a right turn, banked and continuously rolled to the right at a high rate, sunk, and impacted the ground with an approximately 90° right wing down attitude. "
"Oct 17, 2009",Douglas C-47 Skytrain (DC-3),"Manila, Metro Manila",4,RP-C550,http://www.baaa-acro.com/crash/crash-douglas-c-47-manila-4-killed,Landing (descent or approach),"Shortly after takeoff, crew informed ATC about technical problems and elected to return to Manila-Ninoy Aquino airport. The aircraft was vectorised to runway 06 but crashed in an abandoned warehouse located 3,5 kilometres short of runway 06. All four occupants were killed. The aircraft was performing a cargo flight from Manila to Puerto Princesa carrying six drums of aircraft fuel. "
"Oct 16, 2009",Pilatus PC-12,"Weert, Limburg",2,PH-RUL,http://www.baaa-acro.com/crash/crash-pilatus-pc-12-weert-2-killed,Takeoff (climb),"Aircraft took off from runway 21 at Budel-Kempen Airport, in the south part of The Netherlands. After departure, pilot was instructed to make a left turn and was cleared to climb to 2,000 feet. While flying in cloud, autopilot disengaged. Aircraft banked to the right and enter a steep descent. Single engine aircraft eventually crashed in an open field and disintegrated on impact. Both occupants were killed, among them Paul Evers, Director of Alko International. "
"Oct 16, 2009",Piaggio P.180 Avanti,"Kangerlussuaq (Søndre Strømfjord), Qeqqata Kommunia",0,N108GF,http://www.baaa-acro.com/crash/crash-piaggio-p180-avanti-near-kangerlussuaq,Landing (descent or approach),"The accident flight was a part of a ferry flight from Kuwait to USA. The flight departed from Keflavik, Iceland with planned destination Narsarsuaq, Greenland. The commander did not get visual contact with the runway on the instrument approach to Narsarsuaq and the flight diverted towards Kangerlussuaq, Greenland. During the flight towards Kangerlussuaq, the amount of fuel became critical low and the aircraft landed on the Greenlandic icecap. The aircraft was destroyed during the landing attempt. The commander suffered minor injuries. The accident occurred in daylight and under visual meteorological conditions (VMC). "
"Oct 15, 2009",PZL-Mielec AN-28,"Kwamalasamutu, Sipaliwini",0,PZ-TST,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-kwamalasamutu,Landing (descent or approach),"The accident occured on landing in unknown circumstances. At least four passengers were injured, among them one seriously. The aircraft was damaged beyond repair. "
"Oct 14, 2009",PZL-Mielec AN-2,"Managua, Managua City District",0,75,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-managua,NA,NA
"Oct 13, 2009",Beechcraft 200 Super King Air,"Afghanistan, All Afghanistan",3,78-23135,http://www.baaa-acro.com/crash/crash-beechcraft-c-12c-huron-nuristan-province-3-killed,NA,NA
"Oct 13, 2009",Boeing 707,"Mombasa, Coast",0,J5-GGU,http://www.baaa-acro.com/crash/crash-boeing-707-mombasa,Landing (descent or approach),"On approach to Mombasa-Moi Airport, aircraft was too low and hit approach lights. It landed safely but while evacuating the runway to the taxiway, right main gear collapsed. All three crew were unhurt while the aircraft was considered as damaged beyond repair and abandoned in Mombasa. "
"Oct 12, 2009",Embraer EMB-500 Phenom 100,"Angra dos Reis, Rio de Janeiro",0,PP-AFM,http://www.baaa-acro.com/crash/crash-embraer-phenom-angra-dos-reis,Landing (descent or approach),"Landing at Angra dos Reis was performed with strong winds and turbulences, up to 60 knots according to some pilots. After touch down, aircraft made a spin and overrun. It lost its both main gears and came to rest. Both occupants were uninjured while the aircraft was considered as damaged beyond repair. First accident involving an Embraer Phenom. It appears that a Beechcraft Super King Air 200 burst some tires upon landing that same day in Angra dos Reis Airport due to marginal weather conditions. "
"Oct 9, 2009",Partenavia P.68,"Modena, Emilia-Romagna",2,I-ATAT,http://www.baaa-acro.com/crash/crash-partenavia-p68-modena-2-killed,Flight," 
      The twin engine aircraft crashed in unknown circumstances. Both occupants were killed and the aircraft was destroyed. "
"Oct 9, 2009",Casa 212 Aviocar,"Fonds-Verrettes, West",11,FAU-531,http://www.baaa-acro.com/crash/crash-casa-212-aviocar-fonds-verrettes-11-killed,Flight,"The aircraft crashed in a mountainous area located 20 km west of Fonds-Verrettes, Haiti. All occupants, consisting of Uruguayan & Jordanian soldiers, were performing a border patrol flight on behalf of MINUSTAH, the United Nations Mission for Stabilization in Haiti. All occupants were killed in the accident. "
"Oct 8, 2009",Antonov AN-32,"Kandahar, Kandahar",0,354,http://www.baaa-acro.com/crash/crash-antonov-32a-kandahar,Landing (descent or approach),"On landing in Kandahar, left main gear failed and punctured the left wing. Aircraft came to rest and was damaged beyond repair. All occupants were unhurt. "
"Oct 6, 2009",Beechcraft 100 King Air,"Aurora, Texas",0,N2TX,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-100-texas,Flight,"The pilot added fuel to the multi-engine airplane prior to departure. While en route to the destination airport, the pilot noted that the fuel gauges indicated that the right main-tank appeared to be almost empty and the left tank appeared half full. The pilot initiated the crossfeed procedure in an effort to supply fuel to both engines from the left main tank. Shortly after beginning the crossfeed procedure, both engines experienced a total loss of power. The pilot notified air traffic control (ATC) and selected a field to perform a forced landing. Prior to touchdown, the right engine produced a surge of power and, in response, the airplane rolled to the left. The surge abruptly ended and the pilot continued the forced landing by lowering landing gear and extending the flaps. The airplane impacted the ground, coming to rest in an open field. A postimpact examination did not reveal any anomalies with the airframe or engine that would have precluded normal operation. Although both fuel tanks were ruptured, the accident scene did not contain a large amount of residual fuel. A small fuel slick was found on the surface of a nearby pond; however, the grass area underneath both wings did not contain dead grass; this would have been expected if there was more than a negligible amount of fuel in the tanks at time of impact."
"Oct 6, 2009",PZL-Mielec AN-2,"Umgalala, White Nile (النيل الأبيض)",1,ST-AUS,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-umgalala-1-killed,NA,NA
"Sep 28, 2009",NAMC YS-11,"Ozuki AFB, Chūgoku",0,9044,http://www.baaa-acro.com/crash/crash-namc-ys-11-ozuki-afb,Landing (descent or approach),"Crew was completing a military training mission from Atsugi AFB with intermediate stops in Tokushima and Iwakuni. After landing on runway 35 (1,200 meters long), aircraft overrun, went through a fence, lost its nose gear and came to rest 150 meters further in a rice paddy field. All 11 occupants were uninjured while the aircraft was damaged beyond repair. "
"Sep 24, 2009",Bae Jetstream 41,"Durban, KwaZulu-Natal",1,ZS-NRM,http://www.baaa-acro.com/crash/crash-bae-jetstream-41-durban-1-killed,Takeoff (climb),"During the take-off roll, the cockpit crew of another airliner observed smoke pouring from the right engine of ZS-NRM. They were shocked, yet reluctant to tell the crew of ZS-NRM to abort the take-off as they felt that they might be blamed had the abort gone wrong. Instead, the witnessing pilots enquired from the tower whether the aircraft was aware of the smoke. By the time the ATC responded, the aircraft was already in the air, but with its landing gear not yet retracted. Another aircraft lining up at the holding point informed ZS-NRM that their undercarriage was still extended, and the captain of ZS-NRM then transmitted (instead of using the intercom) an instruction to his co-pilot to raise the gear. During this transmission, the sound of what was possibly a warning sound could be heard in the background. The aircraft became airborne and climbed to approximately 500 ft above mean sea level before losing altitude and making a forced landing on a small field in the Merebank residential area, about 1,4 km from the end of the runway. During the forced landing, a member of the public was struck by the wing of the aircraft and the three crew members were seriously injured in the accident. The captain subsequently died from his injuries. "
"Sep 22, 2009",Ilyushin II-76,"Varamin, Tehran City District",7,5-8208,http://www.baaa-acro.com/crash/crash-ilyushin-ii-76-varamin-7-killed,Flight,"While flying south of Tehran, crew declared an emergency following an engine failure and elected to return. On descent to runway 29L, the radome located on the roof detached and hit the tail. Out of control, aircraft crashed in an open field near Varamin. All seven occupants were killed. "
"Sep 16, 2009",Beechcraft 200 Super King Air,"Hayward, California",0,N726CB,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-hayward,Takeoff (climb),"The airplane just had undergone a routine maintenance and this was planned to be the first flight after the inspection. During the initial climb, the pilot observed that the airplane was drifting to the left. The pilot attempted to counteract the drift by application of right aileron and right rudder, but the airplane continued to the left. The pilot reported that, despite having both hands on the control yoke, he could not maintain directional control and the airplane collided into a building. The airplane subsequently came to rest on railroad tracks adjacent to the airport perimeter. A post accident examination revealed that the elevator trim wheel was located in the 9-degree NOSE UP position; normal takeoff range setting is between 2 and 3 degrees NOSE UP. The rudder trim control knob was found in the full left position and the right propeller lever was found about one-half inch forward of the FEATHER position; these control inputs both resulted in the airplane yawing to the left. The pilot did not adequately follow the airplane manufacturer's checklist during the preflight, taxi, and before takeoff, which resulted in the airplane not being configured correctly for takeoff. This incorrect configuration led to the loss of directional control immediately after rotation. A post accident examination of the airframe, engines, and propellers revealed no anomalies that would have precluded normal operation."
"Sep 15, 2009",Cessna 208 Caravan,"Sheffield, Massachusetts",0,N336DN,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-sheffield,Flight,"The pilot and the five passengers, who were employees of an industrial services company, were returning from a job site with hazardous materials used for blasting operations. The airplane was in a climb, at an altitude of 8,500 feet, when it experienced a catastrophic engine failure. The pilot declared an emergency and subsequently performed a forced landing to a field. During the landing, the airplane's right wing struck a tree and separated. All occupants exited the airplane without injury; however, the airplane became fully engulfed in fire, which consumed the majority of the airplane. The airplane was equipped with a turbine engine that, at the time of the accident, had been operated for about 7,620 hours since new and 65 hours since it was overhauled about 19 months prior to the accident. Impact damage was observed to the interior of the engine exhaust duct. In addition, the exhaust duct contained portions of a fractured power turbine blade. Additional examination of the engine revealed damage consistent with a distressed 1st stage sun gear, and associated compressor turbine and power turbine damage. Examination of the sun gear teeth output splines revealed that they were too damaged to determine the cause of their deterioration. It was noted that the sun gear found on the accident engine was previously removed from another engine due to ""spalled gear teeth"" about 7 years prior to the accident. The condition of the sun gear when installed on the accident engine could not be determined."
"Sep 14, 2009",Cessna 404 Titan,"Nairobi, Nairobi City District",1,5Y-PAX,http://www.baaa-acro.com/crash/crash-cessna-404-titan-nairobi-1-killed,Takeoff (climb)," 
      Shortly after takeoff, while on a training flight, the twin engine aircraft stalled, crashed and burst into flames. One pilot was killed while the other one was seriously injured. The aircraft was destroyed. "
"Sep 9, 2009",PZL-Mielec AN-2,"Kirovograd, Kirovograd oblast",0,UR-70427,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-kirovograd,NA,NA
"Sep 7, 2009",GAF Nomad N24,"Long Apung, North Kalimantan",5,P-837,http://www.baaa-acro.com/crash/crash-gaf-nomad-n24-long-apung-5-killed,Flight,"While performing a maritime patrol flight, the aircraft crashed in unknown circumstances in the region of Long Apung. Five occupants were killed while four others were rescued. "
"Aug 28, 2009",Boeing E-3 Sentry,"Nellis AFB, Nevada",0,83-0008,http://www.baaa-acro.com/crash/crash-boeing-e-3-sentry-nellis-afb,Landing (descent or approach),"Following a Red Flag exercice, aircraft was returning to Nellis AFB. On landing, nose gear collapsed and aircraft slid on runway before coming to rest in flames. All 32 occupants escaped without injury but the aircraft was considered as damaged beyond repair. "
"Aug 26, 2009",Antonov AN-12,"Brazzaville, Brazzaville City District",6,TN-AIA,http://www.baaa-acro.com/crash/crash-antonov-12-brazzaville-6-killed,Landing (descent or approach)," 
      On approach to Brazzaville, the aircraft crashed in a cemetary located 11 km short of runway. Inbound from Pointe Noire, the aircraft was carrying foods, a minibus and three cars. All six occupants were killed "
"Aug 26, 2009",Cessna 208B Grand Caravan,"La Tortuga, Los Roques Federal Dependencies",0,YV1183,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-la-tortuga,Flight,"In flight, pilot encountered technical problems with the engine and elected to ditch the aircraft off La Tortuga Island. All 13 occupants were rescued by fishermen but aircraft was damaged beyond repair. "
"Aug 16, 2009",Britten-Norman Islander,"Caracas, Caracas Federal District",0,YV212T,http://www.baaa-acro.com/crash/crash-britten-norman-islander-caracas,Landing (descent or approach)," 
      On descent to Caracas, pilot informed ATC about technical problem. He ditch the aircraft off shore. All ten occupants were injured and rescued but the aircraft was damaged beyond repair. "
"Aug 15, 2009",Antonov AN-24,"Zarafshon, Navoiy Province (Navoiy viloyati)",0,UK-46658,http://www.baaa-acro.com/crash/crash-antonov-24-zarafshon,Takeoff (climb)," 
      The aircraft crashed on takeoff due to premature undercarriage retraction. No casulaties but aircraft written off. "
"Aug 14, 2009",Beechcraft 99 Airliner,"Evora, Alto Alentejo",2,F-BTME,http://www.baaa-acro.com/crash/crash-beechcraft-99-evora-2-killed,Landing (descent or approach),"After several training mission with skydivers all day, pilot started a last mission at 1847LT. While climbing to 10,500 feet, left engine failed and autofeathered. Eleven skydivers jumped while one seated with the pilot to return to airport. On approach to runway 01, pilot did not inform ATC about his situation, made a low pass and did not land. He eventually decided to perform a go around and increased the power on right engine when aircraft banked to the left, hit the roof of a house and crashed in flames in the residiential area of Almeirim. Both occupants were killed and aircraft was destroyed by impact and post impact fire. "
"Aug 12, 2009",Beechcraft E18,"Eden Prairie, Minnesota",2,N3038C,http://www.baaa-acro.com/crash/crash-beechcraft-e18-eden-prairie-2-killed,Takeoff (climb),"The pilot purchased the airplane approximately one year prior to the accident with the intention of restoring it for flight. The airplane had not been flown for approximately five years and had been used for spare parts. The pilot was flying the airplane to another airport to pick up passengers prior to returning. The pilot was cleared for takeoff and to circle the airport at 2,500 feet prior to departing the area. Witnesses reported that after taking off the airplane seemed to “wobble” at a slow airspeed in a nose-high attitude and that it never got higher than 500 feet. Some witnesses reported the engine(s) sputtering, and another stated that the airplane was loud and ""didn't sound good,"" although other witnesses reported that the engines sounded normal. One witness reported seeing white smoke coming from the left engine and hearing the engine ""popping"" as the airplane took off. The airplane made three left turns and it appeared as if the pilot was attempting to return to land. Witnesses described the left wing rising prior to the airplane banking hard to the left and the nose dropping straight down. The airplane impacted the ground just northeast of the airport property and a postimpact fire ensued. Flight control continuity was established. The right side of the elevator/tailcone structure exhibited black rub marks and scrapes. Grass and nesting material was found inside the left wing. The left fuel valve was found in the OFF position and the right fuel valve was positioned to the rear auxiliary tank. Neither the fuel crossfeed valve nor the fuel boost pump switch was located. The left engine sustained substantial fire and impact damage. The right engine sustained heavy impact damage. The airplane was last fueled one month prior to the accident with 120 gallons of fuel. About 20 engine test runs in addition to high-speed taxi tests had been conducted since then. A Special Flight Permit had been obtained but had not been signed by the mechanic, who did not know that the pilot was going to fly the airplane on the day of the accident. The pilot reportedly did not have any Beech 18 flight experience."
